npu,crime_type,occur_year,occur_month,occur_count
G,LARCENY-NON VEHICLE,2014,October,7
G,LARCENY-NON VEHICLE,2014,September,3
G,LARCENY-NON VEHICLE,2015,April,6
G,LARCENY-NON VEHICLE,2015,August,7
G,LARCENY-NON VEHICLE,2015,December,10
G,LARCENY-NON VEHICLE,2015,February,6
G,LARCENY-NON VEHICLE,2015,January,6
G,LARCENY-NON VEHICLE,2015,July,10
G,LARCENY-NON VEHICLE,2015,June,8
G,LARCENY-NON VEHICLE,2015,March,5
G,LARCENY-NON VEHICLE,2015,May,7
G,LARCENY-NON VEHICLE,2015,November,1
G,LARCENY-NON VEHICLE,2015,October,4
G,LARCENY-NON VEHICLE,2015,September,3
G,LARCENY-NON VEHICLE,2016,April,7
G,LARCENY-NON VEHICLE,2016,August,6
G,LARCENY-NON VEHICLE,2016,December,5
G,LARCENY-NON VEHICLE,2016,February,2
G,LARCENY-NON VEHICLE,2016,January,3
G,LARCENY-NON VEHICLE,2016,July,6
G,LARCENY-NON VEHICLE,2016,June,10
G,LARCENY-NON VEHICLE,2016,March,9
G,LARCENY-NON VEHICLE,2016,May,7
G,LARCENY-NON VEHICLE,2016,November,6
G,LARCENY-NON VEHICLE,2016,October,7
G,LARCENY-NON VEHICLE,2016,September,9
G,LARCENY-NON VEHICLE,2017,April,9
G,LARCENY-NON VEHICLE,2017,August,4
G,LARCENY-NON VEHICLE,2017,December,5
G,LARCENY-NON VEHICLE,2017,February,4
G,LARCENY-NON VEHICLE,2017,January,8
G,LARCENY-NON VEHICLE,2017,July,9
G,LARCENY-NON VEHICLE,2017,June,3
G,LARCENY-NON VEHICLE,2017,March,3
G,LARCENY-NON VEHICLE,2017,May,7
G,LARCENY-NON VEHICLE,2017,November,8
G,LARCENY-NON VEHICLE,2017,October,3
G,LARCENY-NON VEHICLE,2017,September,9
G,LARCENY-NON VEHICLE,2018,April,2
G,LARCENY-NON VEHICLE,2018,August,1
G,LARCENY-NON VEHICLE,2018,December,4
G,LARCENY-NON VEHICLE,2018,February,3
G,LARCENY-NON VEHICLE,2018,January,4
G,LARCENY-NON VEHICLE,2018,July,7
G,LARCENY-NON VEHICLE,2018,June,4
G,LARCENY-NON VEHICLE,2018,March,5
G,LARCENY-NON VEHICLE,2018,May,3
G,LARCENY-NON VEHICLE,2018,November,4
G,LARCENY-NON VEHICLE,2018,October,4
G,LARCENY-NON VEHICLE,2018,September,2
G,LARCENY-NON VEHICLE,2019,April,3
G,LARCENY-NON VEHICLE,2019,August,9
G,LARCENY-NON VEHICLE,2019,December,4
G,LARCENY-NON VEHICLE,2019,February,7
G,LARCENY-NON VEHICLE,2019,January,5
G,LARCENY-NON VEHICLE,2019,July,3
G,LARCENY-NON VEHICLE,2019,June,9
G,LARCENY-NON VEHICLE,2019,March,1
G,LARCENY-NON VEHICLE,2019,May,9
G,LARCENY-NON VEHICLE,2019,November,5
G,LARCENY-NON VEHICLE,2019,October,6
G,LARCENY-NON VEHICLE,2019,September,12
G,LARCENY-NON VEHICLE,2020,April,4
G,LARCENY-NON VEHICLE,2020,August,3
G,LARCENY-NON VEHICLE,2020,December,3
G,LARCENY-NON VEHICLE,2020,February,3
G,LARCENY-NON VEHICLE,2020,January,2
G,LARCENY-NON VEHICLE,2020,July,5
G,LARCENY-NON VEHICLE,2020,June,2
G,LARCENY-NON VEHICLE,2020,March,4
G,LARCENY-NON VEHICLE,2020,May,1
G,LARCENY-NON VEHICLE,2020,November,10
G,LARCENY-NON VEHICLE,2020,October,7
G,LARCENY-NON VEHICLE,2020,September,1
G,LARCENY-NON VEHICLE,2021,April,8
G,LARCENY-NON VEHICLE,2021,August,8
G,LARCENY-NON VEHICLE,2021,December,11
G,LARCENY-NON VEHICLE,2021,February,5
G,LARCENY-NON VEHICLE,2021,January,5
G,LARCENY-NON VEHICLE,2021,July,4
G,LARCENY-NON VEHICLE,2021,June,4
G,LARCENY-NON VEHICLE,2021,March,9
G,LARCENY-NON VEHICLE,2021,May,1
G,LARCENY-NON VEHICLE,2021,November,4
G,LARCENY-NON VEHICLE,2021,October,9
G,LARCENY-NON VEHICLE,2021,September,7
G,LARCENY-NON VEHICLE,2022,February,5
G,LARCENY-NON VEHICLE,2022,January,3
G,LARCENY-NON VEHICLE,2022,March,7
G,MANSLAUGHTER,2020,March,1
G,ROBBERY,2020,April,4
G,ROBBERY,2020,August,3
G,ROBBERY,2020,December,1
G,ROBBERY,2020,July,1
G,ROBBERY,2020,March,2
G,ROBBERY,2020,May,2
G,ROBBERY,2020,October,3
G,ROBBERY,2020,September,2
G,ROBBERY,2021,April,2
G,ROBBERY,2021,August,3
G,ROBBERY,2021,December,2
G,ROBBERY,2021,February,1
G,ROBBERY,2021,July,6
G,ROBBERY,2021,June,2
G,ROBBERY,2021,March,1
G,ROBBERY,2021,May,2
G,ROBBERY,2021,November,1
G,ROBBERY,2021,October,1
G,ROBBERY,2022,February,2
G,ROBBERY,2022,January,2
G,ROBBERY,2022,March,1
G,ROBBERY-COMMERCIAL,2009,December,1
G,ROBBERY-COMMERCIAL,2009,March,1
G,ROBBERY-COMMERCIAL,2009,November,1
G,ROBBERY-COMMERCIAL,2010,May,1
G,ROBBERY-COMMERCIAL,2010,November,1
G,ROBBERY-COMMERCIAL,2011,January,1
G,ROBBERY-COMMERCIAL,2011,May,1
G,ROBBERY-COMMERCIAL,2012,December,1
G,ROBBERY-COMMERCIAL,2012,November,1
G,ROBBERY-COMMERCIAL,2012,September,1
G,ROBBERY-COMMERCIAL,2013,August,1
G,ROBBERY-COMMERCIAL,2013,June,1
G,ROBBERY-COMMERCIAL,2015,September,1
G,ROBBERY-COMMERCIAL,2016,June,1
G,ROBBERY-COMMERCIAL,2017,January,1
G,ROBBERY-COMMERCIAL,2018,November,1
G,ROBBERY-COMMERCIAL,2018,October,3
G,ROBBERY-COMMERCIAL,2019,July,1
G,ROBBERY-PEDESTRIAN,2009,April,3
G,ROBBERY-PEDESTRIAN,2009,August,4
G,ROBBERY-PEDESTRIAN,2009,December,2
G,ROBBERY-PEDESTRIAN,2009,February,4
G,ROBBERY-PEDESTRIAN,2009,January,10
G,ROBBERY-PEDESTRIAN,2009,July,7
G,ROBBERY-PEDESTRIAN,2009,June,5
G,ROBBERY-PEDESTRIAN,2009,March,6
G,ROBBERY-PEDESTRIAN,2009,May,5
G,ROBBERY-PEDESTRIAN,2009,November,2
G,ROBBERY-PEDESTRIAN,2009,October,3
G,ROBBERY-PEDESTRIAN,2009,September,3
G,ROBBERY-PEDESTRIAN,2010,April,2
G,ROBBERY-PEDESTRIAN,2010,August,6
G,ROBBERY-PEDESTRIAN,2010,December,2
G,ROBBERY-PEDESTRIAN,2010,February,2
G,ROBBERY-PEDESTRIAN,2010,January,5
G,ROBBERY-PEDESTRIAN,2010,July,6
G,ROBBERY-PEDESTRIAN,2010,June,2
G,ROBBERY-PEDESTRIAN,2010,March,2
G,ROBBERY-PEDESTRIAN,2010,May,5
G,ROBBERY-PEDESTRIAN,2010,November,4
G,ROBBERY-PEDESTRIAN,2010,October,3
G,ROBBERY-PEDESTRIAN,2010,September,2
G,ROBBERY-PEDESTRIAN,2011,April,2
G,ROBBERY-PEDESTRIAN,2011,August,1
G,ROBBERY-PEDESTRIAN,2011,February,3
G,ROBBERY-PEDESTRIAN,2011,January,3
G,ROBBERY-PEDESTRIAN,2011,July,4
G,ROBBERY-PEDESTRIAN,2011,June,3
G,ROBBERY-PEDESTRIAN,2011,March,6
G,ROBBERY-PEDESTRIAN,2011,May,3
G,ROBBERY-PEDESTRIAN,2011,November,5
G,ROBBERY-PEDESTRIAN,2011,September,3
G,ROBBERY-PEDESTRIAN,2012,April,4
G,ROBBERY-PEDESTRIAN,2012,August,4
G,ROBBERY-PEDESTRIAN,2012,December,2
G,ROBBERY-PEDESTRIAN,2012,February,1
G,ROBBERY-PEDESTRIAN,2012,January,2
G,ROBBERY-PEDESTRIAN,2012,July,1
G,ROBBERY-PEDESTRIAN,2012,June,4
G,ROBBERY-PEDESTRIAN,2012,March,1
G,ROBBERY-PEDESTRIAN,2012,May,3
G,ROBBERY-PEDESTRIAN,2012,November,4
G,ROBBERY-PEDESTRIAN,2012,October,8
G,ROBBERY-PEDESTRIAN,2012,September,3
G,ROBBERY-PEDESTRIAN,2013,April,3
G,ROBBERY-PEDESTRIAN,2013,August,4
G,ROBBERY-PEDESTRIAN,2013,December,10
G,ROBBERY-PEDESTRIAN,2013,February,2
G,ROBBERY-PEDESTRIAN,2013,January,6
G,ROBBERY-PEDESTRIAN,2013,July,5
G,ROBBERY-PEDESTRIAN,2013,June,2
G,ROBBERY-PEDESTRIAN,2013,March,1
G,ROBBERY-PEDESTRIAN,2013,May,4
G,ROBBERY-PEDESTRIAN,2013,November,4
G,ROBBERY-PEDESTRIAN,2013,October,4
G,ROBBERY-PEDESTRIAN,2013,September,3
G,ROBBERY-PEDESTRIAN,2014,April,4
G,ROBBERY-PEDESTRIAN,2014,August,8
G,ROBBERY-PEDESTRIAN,2014,December,2
G,ROBBERY-PEDESTRIAN,2014,February,3
G,ROBBERY-PEDESTRIAN,2014,January,2
G,ROBBERY-PEDESTRIAN,2014,July,7
G,ROBBERY-PEDESTRIAN,2014,June,10
G,ROBBERY-PEDESTRIAN,2014,March,2
G,ROBBERY-PEDESTRIAN,2014,May,6
G,ROBBERY-PEDESTRIAN,2014,November,3
G,ROBBERY-PEDESTRIAN,2014,October,3
G,ROBBERY-PEDESTRIAN,2014,September,5
G,ROBBERY-PEDESTRIAN,2015,April,1
G,ROBBERY-PEDESTRIAN,2015,August,2
G,ROBBERY-PEDESTRIAN,2015,December,5
G,ROBBERY-PEDESTRIAN,2015,February,2
G,ROBBERY-PEDESTRIAN,2015,January,4
G,ROBBERY-PEDESTRIAN,2015,July,2
G,ROBBERY-PEDESTRIAN,2015,June,3
G,ROBBERY-PEDESTRIAN,2015,March,4
G,ROBBERY-PEDESTRIAN,2015,May,5
G,ROBBERY-PEDESTRIAN,2015,November,1
G,ROBBERY-PEDESTRIAN,2015,October,4
G,ROBBERY-PEDESTRIAN,2015,September,4
G,ROBBERY-PEDESTRIAN,2016,April,2
G,ROBBERY-PEDESTRIAN,2016,August,5
G,ROBBERY-PEDESTRIAN,2016,December,2
G,ROBBERY-PEDESTRIAN,2016,January,1
G,ROBBERY-PEDESTRIAN,2016,July,4
G,ROBBERY-PEDESTRIAN,2016,June,6
G,ROBBERY-PEDESTRIAN,2016,March,3
G,ROBBERY-PEDESTRIAN,2016,May,5
G,ROBBERY-PEDESTRIAN,2016,October,2
G,ROBBERY-PEDESTRIAN,2017,April,1
G,ROBBERY-PEDESTRIAN,2017,December,2
G,ROBBERY-PEDESTRIAN,2017,February,2
G,ROBBERY-PEDESTRIAN,2017,January,3
G,ROBBERY-PEDESTRIAN,2017,July,2
G,ROBBERY-PEDESTRIAN,2017,June,3
G,ROBBERY-PEDESTRIAN,2017,March,1
G,ROBBERY-PEDESTRIAN,2017,May,3
G,ROBBERY-PEDESTRIAN,2017,November,3
G,ROBBERY-PEDESTRIAN,2017,October,1
G,ROBBERY-PEDESTRIAN,2017,September,1
G,ROBBERY-PEDESTRIAN,2018,April,1
G,ROBBERY-PEDESTRIAN,2018,December,1
G,ROBBERY-PEDESTRIAN,2018,February,1
G,ROBBERY-PEDESTRIAN,2018,January,1
G,ROBBERY-PEDESTRIAN,2018,July,1
G,ROBBERY-PEDESTRIAN,2018,June,1
G,ROBBERY-PEDESTRIAN,2018,May,3
G,ROBBERY-PEDESTRIAN,2018,November,5
G,ROBBERY-PEDESTRIAN,2018,October,2
G,ROBBERY-PEDESTRIAN,2018,September,1
G,ROBBERY-PEDESTRIAN,2019,April,1
G,ROBBERY-PEDESTRIAN,2019,February,3
G,ROBBERY-PEDESTRIAN,2019,January,2
G,ROBBERY-PEDESTRIAN,2019,July,2
G,ROBBERY-PEDESTRIAN,2019,June,1
G,ROBBERY-PEDESTRIAN,2019,March,3
G,ROBBERY-PEDESTRIAN,2019,May,3
G,ROBBERY-PEDESTRIAN,2019,November,4
G,ROBBERY-PEDESTRIAN,2019,October,1
G,ROBBERY-RESIDENCE,2009,December,2
G,ROBBERY-RESIDENCE,2009,February,1
G,ROBBERY-RESIDENCE,2009,January,2
G,ROBBERY-RESIDENCE,2009,March,3
G,ROBBERY-RESIDENCE,2009,May,1
G,ROBBERY-RESIDENCE,2009,October,1
G,ROBBERY-RESIDENCE,2009,September,1
G,ROBBERY-RESIDENCE,2010,August,3
G,ROBBERY-RESIDENCE,2010,December,1
G,ROBBERY-RESIDENCE,2010,March,1
G,ROBBERY-RESIDENCE,2011,August,3
G,ROBBERY-RESIDENCE,2011,December,1
G,ROBBERY-RESIDENCE,2011,February,1
G,ROBBERY-RESIDENCE,2011,June,2
G,ROBBERY-RESIDENCE,2011,May,2
G,ROBBERY-RESIDENCE,2011,November,1
G,ROBBERY-RESIDENCE,2011,October,4
G,ROBBERY-RESIDENCE,2011,September,1
G,ROBBERY-RESIDENCE,2012,April,1
G,ROBBERY-RESIDENCE,2012,December,2
G,ROBBERY-RESIDENCE,2012,February,1
G,ROBBERY-RESIDENCE,2012,July,1
G,ROBBERY-RESIDENCE,2012,June,1
G,ROBBERY-RESIDENCE,2012,March,1
G,ROBBERY-RESIDENCE,2012,November,2
G,ROBBERY-RESIDENCE,2012,October,1
G,ROBBERY-RESIDENCE,2013,August,1
G,ROBBERY-RESIDENCE,2013,January,3
G,ROBBERY-RESIDENCE,2013,July,2
G,ROBBERY-RESIDENCE,2013,May,3
G,ROBBERY-RESIDENCE,2013,November,1
G,ROBBERY-RESIDENCE,2014,August,1
G,ROBBERY-RESIDENCE,2014,December,1
G,ROBBERY-RESIDENCE,2014,January,1
G,ROBBERY-RESIDENCE,2014,March,2
G,ROBBERY-RESIDENCE,2014,May,1
G,ROBBERY-RESIDENCE,2014,October,1
G,ROBBERY-RESIDENCE,2015,February,2
G,ROBBERY-RESIDENCE,2015,January,1
G,ROBBERY-RESIDENCE,2015,July,1
G,ROBBERY-RESIDENCE,2015,March,1
G,ROBBERY-RESIDENCE,2015,September,3
G,ROBBERY-RESIDENCE,2016,August,1
G,ROBBERY-RESIDENCE,2016,July,2
G,ROBBERY-RESIDENCE,2016,October,1
G,ROBBERY-RESIDENCE,2016,September,1
G,ROBBERY-RESIDENCE,2017,April,1
G,ROBBERY-RESIDENCE,2017,January,1
G,ROBBERY-RESIDENCE,2017,March,1
G,ROBBERY-RESIDENCE,2017,May,1
G,ROBBERY-RESIDENCE,2018,June,2
G,ROBBERY-RESIDENCE,2019,April,1
G,ROBBERY-RESIDENCE,2019,August,1
G,ROBBERY-RESIDENCE,2019,November,2
G,ROBBERY-RESIDENCE,2019,October,1
H,AGG ASSAULT,2009,April,10
H,AGG ASSAULT,2009,August,8
H,AGG ASSAULT,2009,December,10
H,AGG ASSAULT,2009,February,7
H,AGG ASSAULT,2009,January,10
H,AGG ASSAULT,2009,July,7
H,AGG ASSAULT,2009,June,10
H,AGG ASSAULT,2009,March,10
H,AGG ASSAULT,2009,May,9
H,AGG ASSAULT,2009,November,7
H,AGG ASSAULT,2009,October,7
H,AGG ASSAULT,2009,September,8
H,AGG ASSAULT,2010,April,12
H,AGG ASSAULT,2010,August,17
H,AGG ASSAULT,2010,December,8
H,AGG ASSAULT,2010,February,5
H,AGG ASSAULT,2010,January,7
H,AGG ASSAULT,2010,July,9
H,AGG ASSAULT,2010,June,10
H,AGG ASSAULT,2010,March,9
H,AGG ASSAULT,2010,May,10
H,AGG ASSAULT,2010,November,6
H,AGG ASSAULT,2010,October,8
H,AGG ASSAULT,2010,September,11
H,AGG ASSAULT,2011,April,8
H,AGG ASSAULT,2011,August,9
H,AGG ASSAULT,2011,December,11
H,AGG ASSAULT,2011,February,5
H,AGG ASSAULT,2011,January,7
H,AGG ASSAULT,2011,July,13
H,AGG ASSAULT,2011,June,10
H,AGG ASSAULT,2011,March,8
H,AGG ASSAULT,2011,May,12
H,AGG ASSAULT,2011,November,4
H,AGG ASSAULT,2011,October,7
H,AGG ASSAULT,2011,September,5
H,AGG ASSAULT,2012,April,18
H,AGG ASSAULT,2012,August,10
H,AGG ASSAULT,2012,December,11
H,AGG ASSAULT,2012,February,8
H,AGG ASSAULT,2012,January,7
H,AGG ASSAULT,2012,July,12
H,AGG ASSAULT,2012,June,10
H,AGG ASSAULT,2012,March,13
H,AGG ASSAULT,2012,May,13
H,AGG ASSAULT,2012,November,11
H,AGG ASSAULT,2012,October,8
H,AGG ASSAULT,2012,September,16
H,AGG ASSAULT,2013,April,12
H,AGG ASSAULT,2013,August,7
H,AGG ASSAULT,2013,December,11
H,AGG ASSAULT,2013,February,7
H,AGG ASSAULT,2013,January,9
H,AGG ASSAULT,2013,July,3
H,AGG ASSAULT,2013,June,14
H,AGG ASSAULT,2013,March,3
H,AGG ASSAULT,2013,May,5
H,AGG ASSAULT,2013,November,3
H,AGG ASSAULT,2013,October,5
H,AGG ASSAULT,2013,September,10
H,AGG ASSAULT,2014,April,9
H,AGG ASSAULT,2014,August,8
H,AGG ASSAULT,2014,December,10
H,AGG ASSAULT,2014,February,6
H,AGG ASSAULT,2014,January,6
H,AGG ASSAULT,2014,July,10
H,AGG ASSAULT,2014,June,5
H,AGG ASSAULT,2014,March,9
H,AGG ASSAULT,2014,May,8
H,AGG ASSAULT,2014,November,7
H,AGG ASSAULT,2014,October,3
H,AGG ASSAULT,2014,September,11
H,AGG ASSAULT,2015,April,6
H,AGG ASSAULT,2015,August,4
H,AGG ASSAULT,2015,December,6
H,AGG ASSAULT,2015,February,5
H,AGG ASSAULT,2015,January,9
H,AGG ASSAULT,2015,July,5
H,AGG ASSAULT,2015,June,11
H,AGG ASSAULT,2015,March,3
H,AGG ASSAULT,2015,May,9
H,AGG ASSAULT,2015,November,4
H,AGG ASSAULT,2015,October,12
H,AGG ASSAULT,2015,September,5
H,AGG ASSAULT,2016,April,8
H,AGG ASSAULT,2016,August,10
H,AGG ASSAULT,2016,December,5
H,AGG ASSAULT,2016,February,8
H,AGG ASSAULT,2016,January,4
H,AGG ASSAULT,2016,July,12
H,AGG ASSAULT,2016,June,9
H,AGG ASSAULT,2016,March,9
H,AGG ASSAULT,2016,May,12
H,AGG ASSAULT,2016,November,5
H,AGG ASSAULT,2016,October,12
H,AGG ASSAULT,2016,September,11
H,AGG ASSAULT,2017,April,13
H,AGG ASSAULT,2017,August,9
H,AGG ASSAULT,2017,December,8
H,AGG ASSAULT,2017,January,8
H,AGG ASSAULT,2017,July,11
H,AGG ASSAULT,2017,June,5
H,AGG ASSAULT,2017,March,6
H,AGG ASSAULT,2017,May,11
H,AGG ASSAULT,2017,November,6
H,AGG ASSAULT,2017,October,6
H,AGG ASSAULT,2017,September,10
H,AGG ASSAULT,2018,April,8
H,AGG ASSAULT,2018,August,7
H,AGG ASSAULT,2018,December,5
H,AGG ASSAULT,2018,February,1
H,AGG ASSAULT,2018,January,5
H,AGG ASSAULT,2018,July,11
H,AGG ASSAULT,2018,June,10
H,AGG ASSAULT,2018,March,9
H,AGG ASSAULT,2018,May,9
H,AGG ASSAULT,2018,November,3
H,AGG ASSAULT,2018,October,8
H,AGG ASSAULT,2018,September,6
H,AGG ASSAULT,2019,April,9
H,AGG ASSAULT,2019,August,6
H,AGG ASSAULT,2019,December,8
H,AGG ASSAULT,2019,February,1
H,AGG ASSAULT,2019,January,3
H,AGG ASSAULT,2019,July,12
H,AGG ASSAULT,2019,June,6
H,AGG ASSAULT,2019,March,6
H,AGG ASSAULT,2019,May,15
H,AGG ASSAULT,2019,November,14
H,AGG ASSAULT,2019,October,1
H,AGG ASSAULT,2019,September,6
H,AGG ASSAULT,2020,April,6
H,AGG ASSAULT,2020,August,13
H,AGG ASSAULT,2020,December,10
H,AGG ASSAULT,2020,February,4
H,AGG ASSAULT,2020,January,6
H,AGG ASSAULT,2020,July,9
H,AGG ASSAULT,2020,June,2
H,AGG ASSAULT,2020,March,6
H,AGG ASSAULT,2020,May,8
H,AGG ASSAULT,2020,November,13
H,AGG ASSAULT,2020,October,16
H,AGG ASSAULT,2020,September,9
H,AGG ASSAULT,2021,April,6
H,AGG ASSAULT,2021,August,8
H,AGG ASSAULT,2021,December,7
H,AGG ASSAULT,2021,February,5
H,AGG ASSAULT,2021,January,9
H,AGG ASSAULT,2021,July,11
H,AGG ASSAULT,2021,June,12
H,AGG ASSAULT,2021,March,16
H,AGG ASSAULT,2021,May,6
H,AGG ASSAULT,2021,November,7
H,AGG ASSAULT,2021,October,12
H,AGG ASSAULT,2021,September,5
H,AGG ASSAULT,2022,February,6
H,AGG ASSAULT,2022,January,7
H,AGG ASSAULT,2022,March,3
H,AUTO THEFT,2009,April,8
H,AUTO THEFT,2009,August,19
H,AUTO THEFT,2009,December,11
H,AUTO THEFT,2009,February,17
H,AUTO THEFT,2009,January,17
H,AUTO THEFT,2009,July,22
H,AUTO THEFT,2009,June,9
H,AUTO THEFT,2009,March,16
H,AUTO THEFT,2009,May,16
H,AUTO THEFT,2009,November,23
H,AUTO THEFT,2009,October,17
H,AUTO THEFT,2009,September,9
H,AUTO THEFT,2010,April,14
H,AUTO THEFT,2010,August,19
H,AUTO THEFT,2010,December,24
H,AUTO THEFT,2010,February,16
H,AUTO THEFT,2010,January,41
H,AUTO THEFT,2010,July,5
H,AUTO THEFT,2010,June,14
H,AUTO THEFT,2010,March,13
H,AUTO THEFT,2010,May,9
H,AUTO THEFT,2010,November,10
H,AUTO THEFT,2010,October,14
H,AUTO THEFT,2010,September,11
H,AUTO THEFT,2011,April,17
H,AUTO THEFT,2011,August,16
H,AUTO THEFT,2011,December,11
H,AUTO THEFT,2011,February,9
H,AUTO THEFT,2011,January,22
H,AUTO THEFT,2011,July,17
H,AUTO THEFT,2011,June,20
H,AUTO THEFT,2011,March,15
H,AUTO THEFT,2011,May,13
H,AUTO THEFT,2011,November,7
H,AUTO THEFT,2011,October,19
H,AUTO THEFT,2011,September,10
H,AUTO THEFT,2012,April,10
H,AUTO THEFT,2012,August,11
H,AUTO THEFT,2012,December,15
H,AUTO THEFT,2012,February,8
H,AUTO THEFT,2012,January,12
H,AUTO THEFT,2012,July,19
H,AUTO THEFT,2012,June,11
H,AUTO THEFT,2012,March,8
H,AUTO THEFT,2012,May,12
H,AUTO THEFT,2012,November,17
H,AUTO THEFT,2012,October,13
H,AUTO THEFT,2012,September,12
H,AUTO THEFT,2013,April,11
H,AUTO THEFT,2013,August,11
H,AUTO THEFT,2013,December,23
H,AUTO THEFT,2013,February,13
H,AUTO THEFT,2013,January,18
H,AUTO THEFT,2013,July,8
H,AUTO THEFT,2013,June,11
H,AUTO THEFT,2013,March,17
H,AUTO THEFT,2013,May,11
H,AUTO THEFT,2013,November,14
H,AUTO THEFT,2013,October,14
H,AUTO THEFT,2013,September,7
H,AUTO THEFT,2014,April,7
H,AUTO THEFT,2014,August,8
H,AUTO THEFT,2014,December,10
H,AUTO THEFT,2014,February,16
H,AUTO THEFT,2014,January,24
H,AUTO THEFT,2014,July,11
H,AUTO THEFT,2014,June,9
H,AUTO THEFT,2014,March,13
H,AUTO THEFT,2014,May,10
H,AUTO THEFT,2014,November,12
H,AUTO THEFT,2014,October,9
H,AUTO THEFT,2014,September,8
H,AUTO THEFT,2015,April,14
H,AUTO THEFT,2015,August,22
H,AUTO THEFT,2015,December,7
H,AUTO THEFT,2015,February,12
H,AUTO THEFT,2015,January,14
H,AUTO THEFT,2015,July,13
H,AUTO THEFT,2015,June,8
H,AUTO THEFT,2015,March,9
H,AUTO THEFT,2015,May,9
H,AUTO THEFT,2015,November,11
H,AUTO THEFT,2015,October,15
H,AUTO THEFT,2015,September,12
H,AUTO THEFT,2016,April,10
H,AUTO THEFT,2016,August,14
H,AUTO THEFT,2016,December,11
H,AUTO THEFT,2016,February,16
H,AUTO THEFT,2016,January,15
H,AUTO THEFT,2016,July,18
H,AUTO THEFT,2016,June,12
H,AUTO THEFT,2016,March,15
H,AUTO THEFT,2016,May,14
H,AUTO THEFT,2016,November,16
H,AUTO THEFT,2016,October,9
H,AUTO THEFT,2016,September,14
H,AUTO THEFT,2017,April,4
H,AUTO THEFT,2017,August,10
H,AUTO THEFT,2017,December,10
H,AUTO THEFT,2017,February,1
H,AUTO THEFT,2017,January,9
H,AUTO THEFT,2017,July,5
H,AUTO THEFT,2017,June,9
H,AUTO THEFT,2017,March,7
H,AUTO THEFT,2017,May,8
H,AUTO THEFT,2017,November,6
H,AUTO THEFT,2017,October,9
H,AUTO THEFT,2017,September,12
H,AUTO THEFT,2018,April,9
H,AUTO THEFT,2018,August,7
H,AUTO THEFT,2018,December,9
H,AUTO THEFT,2018,February,11
H,AUTO THEFT,2018,January,11
H,AUTO THEFT,2018,July,14
H,AUTO THEFT,2018,June,7
H,AUTO THEFT,2018,March,8
H,AUTO THEFT,2018,May,9
H,AUTO THEFT,2018,November,8
H,AUTO THEFT,2018,October,4
H,AUTO THEFT,2018,September,5
H,AUTO THEFT,2019,April,16
H,AUTO THEFT,2019,August,3
H,AUTO THEFT,2019,December,11
H,AUTO THEFT,2019,February,7
H,AUTO THEFT,2019,January,6
H,AUTO THEFT,2019,July,5
H,AUTO THEFT,2019,June,4
H,AUTO THEFT,2019,March,7
H,AUTO THEFT,2019,May,7
H,AUTO THEFT,2019,November,8
H,AUTO THEFT,2019,October,6
H,AUTO THEFT,2019,September,2
H,AUTO THEFT,2020,April,4
H,AUTO THEFT,2020,August,3
H,AUTO THEFT,2020,December,11
H,AUTO THEFT,2020,February,5
H,AUTO THEFT,2020,January,5
H,AUTO THEFT,2020,July,6
H,AUTO THEFT,2020,June,6
H,AUTO THEFT,2020,March,7
H,AUTO THEFT,2020,May,3
H,AUTO THEFT,2020,November,4
H,AUTO THEFT,2020,October,11
H,AUTO THEFT,2020,September,5
H,AUTO THEFT,2021,April,2
H,AUTO THEFT,2021,August,5
H,AUTO THEFT,2021,December,7
H,AUTO THEFT,2021,February,11
H,AUTO THEFT,2021,January,4
H,AUTO THEFT,2021,July,5
H,AUTO THEFT,2021,June,6
H,AUTO THEFT,2021,March,5
H,AUTO THEFT,2021,May,3
H,AUTO THEFT,2021,November,11
H,AUTO THEFT,2021,October,2
H,AUTO THEFT,2021,September,5
H,AUTO THEFT,2022,February,3
H,AUTO THEFT,2022,January,6
H,AUTO THEFT,2022,March,6
H,BURGLARY,2020,April,7
H,BURGLARY,2020,August,9
H,BURGLARY,2020,December,5
H,BURGLARY,2020,February,12
H,BURGLARY,2020,January,6
H,BURGLARY,2020,July,8
H,BURGLARY,2020,June,5
H,BURGLARY,2020,March,9
H,BURGLARY,2020,May,11
H,BURGLARY,2020,November,4
H,BURGLARY,2020,October,3
H,BURGLARY,2020,September,6
H,BURGLARY,2021,April,4
H,BURGLARY,2021,August,8
H,BURGLARY,2021,December,4
H,BURGLARY,2021,February,1
H,BURGLARY,2021,January,5
H,BURGLARY,2021,July,4
H,BURGLARY,2021,June,2
H,BURGLARY,2021,March,4
H,BURGLARY,2021,May,3
H,BURGLARY,2021,November,6
H,BURGLARY,2021,October,9
H,BURGLARY,2021,September,5
H,BURGLARY,2022,February,4
H,BURGLARY,2022,January,3
H,BURGLARY,2022,March,5
H,BURGLARY-NONRES,2009,April,4
H,BURGLARY-NONRES,2009,August,5
H,BURGLARY-NONRES,2009,December,2
H,BURGLARY-NONRES,2009,February,2
H,BURGLARY-NONRES,2009,January,11
H,BURGLARY-NONRES,2009,July,5
H,BURGLARY-NONRES,2009,June,6
H,BURGLARY-NONRES,2009,March,4
H,BURGLARY-NONRES,2009,May,6
H,BURGLARY-NONRES,2009,November,2
H,BURGLARY-NONRES,2009,October,2
H,BURGLARY-NONRES,2009,September,1
H,BURGLARY-NONRES,2010,April,3
