npu,crime_type,occur_year,occur_month,occur_count
M,AGG ASSAULT,2015,November,17
M,AGG ASSAULT,2015,October,16
M,AGG ASSAULT,2015,September,12
M,AGG ASSAULT,2016,April,14
M,AGG ASSAULT,2016,August,22
M,AGG ASSAULT,2016,December,19
M,AGG ASSAULT,2016,February,14
M,AGG ASSAULT,2016,January,13
M,AGG ASSAULT,2016,July,20
M,AGG ASSAULT,2016,June,21
M,AGG ASSAULT,2016,March,15
M,AGG ASSAULT,2016,May,15
M,AGG ASSAULT,2016,November,12
M,AGG ASSAULT,2016,October,18
M,AGG ASSAULT,2016,September,21
M,AGG ASSAULT,2017,April,16
M,AGG ASSAULT,2017,August,13
M,AGG ASSAULT,2017,December,12
M,AGG ASSAULT,2017,February,11
M,AGG ASSAULT,2017,January,15
M,AGG ASSAULT,2017,July,26
M,AGG ASSAULT,2017,June,11
M,AGG ASSAULT,2017,March,21
M,AGG ASSAULT,2017,May,18
M,AGG ASSAULT,2017,November,9
M,AGG ASSAULT,2017,October,14
M,AGG ASSAULT,2017,September,24
M,AGG ASSAULT,2018,April,19
M,AGG ASSAULT,2018,August,18
M,AGG ASSAULT,2018,December,12
M,AGG ASSAULT,2018,February,17
M,AGG ASSAULT,2018,January,15
M,AGG ASSAULT,2018,July,12
M,AGG ASSAULT,2018,June,24
M,AGG ASSAULT,2018,March,14
M,AGG ASSAULT,2018,May,18
M,AGG ASSAULT,2018,November,15
M,AGG ASSAULT,2018,October,13
M,AGG ASSAULT,2018,September,19
M,AGG ASSAULT,2019,April,25
M,AGG ASSAULT,2019,August,27
M,AGG ASSAULT,2019,December,13
M,AGG ASSAULT,2019,February,21
M,AGG ASSAULT,2019,January,13
M,AGG ASSAULT,2019,July,21
M,AGG ASSAULT,2019,June,18
M,AGG ASSAULT,2019,March,17
M,AGG ASSAULT,2019,May,21
M,AGG ASSAULT,2019,November,13
M,AGG ASSAULT,2019,October,17
M,AGG ASSAULT,2019,September,11
M,AGG ASSAULT,2020,April,16
M,AGG ASSAULT,2020,August,29
M,AGG ASSAULT,2020,December,13
M,AGG ASSAULT,2020,February,22
M,AGG ASSAULT,2020,January,17
M,AGG ASSAULT,2020,July,27
M,AGG ASSAULT,2020,June,24
M,AGG ASSAULT,2020,March,23
M,AGG ASSAULT,2020,May,24
M,AGG ASSAULT,2020,November,27
M,AGG ASSAULT,2020,October,26
M,AGG ASSAULT,2020,September,17
M,AGG ASSAULT,2021,April,22
M,AGG ASSAULT,2021,August,35
M,AGG ASSAULT,2021,December,28
M,AGG ASSAULT,2021,February,15
M,AGG ASSAULT,2021,January,25
M,AGG ASSAULT,2021,July,28
M,AGG ASSAULT,2021,June,28
M,AGG ASSAULT,2021,March,24
M,AGG ASSAULT,2021,May,24
M,AGG ASSAULT,2021,November,22
M,AGG ASSAULT,2021,October,32
M,AGG ASSAULT,2021,September,18
M,AGG ASSAULT,2022,February,19
M,AGG ASSAULT,2022,January,12
M,AGG ASSAULT,2022,March,22
M,AUTO THEFT,2009,April,54
M,AUTO THEFT,2009,August,40
M,AUTO THEFT,2009,December,43
M,AUTO THEFT,2009,February,28
M,AUTO THEFT,2009,January,50
M,AUTO THEFT,2009,July,54
M,AUTO THEFT,2009,June,84
M,AUTO THEFT,2009,March,41
M,AUTO THEFT,2009,May,72
M,AUTO THEFT,2009,November,51
M,AUTO THEFT,2009,October,38
M,AUTO THEFT,2009,September,46
M,AUTO THEFT,2010,April,38
M,AUTO THEFT,2010,August,29
M,AUTO THEFT,2010,December,32
M,AUTO THEFT,2010,February,27
M,AUTO THEFT,2010,January,38
M,AUTO THEFT,2010,July,51
M,AUTO THEFT,2010,June,44
M,AUTO THEFT,2010,March,30
M,AUTO THEFT,2010,May,33
M,AUTO THEFT,2010,November,38
M,AUTO THEFT,2010,October,44
M,AUTO THEFT,2010,September,42
M,AUTO THEFT,2011,April,44
M,AUTO THEFT,2011,August,82
M,AUTO THEFT,2011,December,41
M,AUTO THEFT,2011,February,29
M,AUTO THEFT,2011,January,37
M,AUTO THEFT,2011,July,62
M,AUTO THEFT,2011,June,47
M,AUTO THEFT,2011,March,32
M,AUTO THEFT,2011,May,34
M,AUTO THEFT,2011,November,44
M,AUTO THEFT,2011,October,59
M,AUTO THEFT,2011,September,63
M,AUTO THEFT,2012,April,33
M,AUTO THEFT,2012,August,44
M,AUTO THEFT,2012,December,40
M,AUTO THEFT,2012,February,35
M,AUTO THEFT,2012,January,43
M,AUTO THEFT,2012,July,43
M,AUTO THEFT,2012,June,41
M,AUTO THEFT,2012,March,28
M,AUTO THEFT,2012,May,46
M,AUTO THEFT,2012,November,48
M,AUTO THEFT,2012,October,38
M,AUTO THEFT,2012,September,35
M,AUTO THEFT,2013,April,33
M,AUTO THEFT,2013,August,45
M,AUTO THEFT,2013,December,23
M,AUTO THEFT,2013,February,40
M,AUTO THEFT,2013,January,35
M,AUTO THEFT,2013,July,37
M,AUTO THEFT,2013,June,38
M,AUTO THEFT,2013,March,42
M,AUTO THEFT,2013,May,31
M,AUTO THEFT,2013,November,20
M,AUTO THEFT,2013,October,34
M,AUTO THEFT,2013,September,33
M,AUTO THEFT,2014,April,39
M,AUTO THEFT,2014,August,38
M,AUTO THEFT,2014,December,49
M,AUTO THEFT,2014,February,47
M,AUTO THEFT,2014,January,33
M,AUTO THEFT,2014,July,52
M,AUTO THEFT,2014,June,33
M,AUTO THEFT,2014,March,28
M,AUTO THEFT,2014,May,22
M,AUTO THEFT,2014,November,41
M,AUTO THEFT,2014,October,30
M,AUTO THEFT,2014,September,29
M,AUTO THEFT,2015,April,38
M,AUTO THEFT,2015,August,48
M,AUTO THEFT,2015,December,29
M,AUTO THEFT,2015,February,31
M,AUTO THEFT,2015,January,32
M,AUTO THEFT,2015,July,31
M,AUTO THEFT,2015,June,39
M,AUTO THEFT,2015,March,35
M,AUTO THEFT,2015,May,59
M,AUTO THEFT,2015,November,21
M,AUTO THEFT,2015,October,43
M,AUTO THEFT,2015,September,34
M,AUTO THEFT,2016,April,24
M,AUTO THEFT,2016,August,19
M,AUTO THEFT,2016,December,28
M,AUTO THEFT,2016,February,23
M,AUTO THEFT,2016,January,22
M,AUTO THEFT,2016,July,36
M,AUTO THEFT,2016,June,26
M,AUTO THEFT,2016,March,20
M,AUTO THEFT,2016,May,28
M,AUTO THEFT,2016,November,15
M,AUTO THEFT,2016,October,22
M,AUTO THEFT,2016,September,29
M,AUTO THEFT,2017,April,15
M,AUTO THEFT,2017,August,19
M,AUTO THEFT,2017,December,25
M,AUTO THEFT,2017,February,20
M,AUTO THEFT,2017,January,11
M,AUTO THEFT,2017,July,25
M,AUTO THEFT,2017,June,26
M,AUTO THEFT,2017,March,19
M,AUTO THEFT,2017,May,22
M,AUTO THEFT,2017,November,21
M,AUTO THEFT,2017,October,27
M,AUTO THEFT,2017,September,23
M,AUTO THEFT,2018,April,11
M,AUTO THEFT,2018,August,28
M,AUTO THEFT,2018,December,20
M,AUTO THEFT,2018,February,19
M,AUTO THEFT,2018,January,27
M,AUTO THEFT,2018,July,35
M,AUTO THEFT,2018,June,29
M,AUTO THEFT,2018,March,24
M,AUTO THEFT,2018,May,30
M,AUTO THEFT,2018,November,33
M,AUTO THEFT,2018,October,33
M,AUTO THEFT,2018,September,31
M,AUTO THEFT,2019,April,30
M,AUTO THEFT,2019,August,41
M,AUTO THEFT,2019,December,29
M,AUTO THEFT,2019,February,16
M,AUTO THEFT,2019,January,30
M,AUTO THEFT,2019,July,37
M,AUTO THEFT,2019,June,24
M,AUTO THEFT,2019,March,14
M,AUTO THEFT,2019,May,29
M,AUTO THEFT,2019,November,29
M,AUTO THEFT,2019,October,22
M,AUTO THEFT,2019,September,30
M,AUTO THEFT,2020,April,11
M,AUTO THEFT,2020,August,40
M,AUTO THEFT,2020,December,48
M,AUTO THEFT,2020,February,25
M,AUTO THEFT,2020,January,21
M,AUTO THEFT,2020,July,44
M,AUTO THEFT,2020,June,15
M,AUTO THEFT,2020,March,20
M,AUTO THEFT,2020,May,25
M,AUTO THEFT,2020,November,47
M,AUTO THEFT,2020,October,49
M,AUTO THEFT,2020,September,43
M,AUTO THEFT,2021,April,32
M,AUTO THEFT,2021,August,31
M,AUTO THEFT,2021,December,24
M,AUTO THEFT,2021,February,25
M,AUTO THEFT,2021,January,49
M,AUTO THEFT,2021,July,21
M,AUTO THEFT,2021,June,24
M,AUTO THEFT,2021,March,21
M,AUTO THEFT,2021,May,39
M,AUTO THEFT,2021,November,28
M,AUTO THEFT,2021,October,25
M,AUTO THEFT,2021,September,26
M,AUTO THEFT,2022,February,16
M,AUTO THEFT,2022,January,18
M,AUTO THEFT,2022,March,23
M,BURGLARY,2019,December,2
M,BURGLARY,2020,April,19
M,BURGLARY,2020,August,12
M,BURGLARY,2020,December,17
M,BURGLARY,2020,February,7
M,BURGLARY,2020,January,10
M,BURGLARY,2020,July,10
M,BURGLARY,2020,June,26
M,BURGLARY,2020,March,17
M,BURGLARY,2020,May,29
M,BURGLARY,2020,November,11
M,BURGLARY,2020,October,9
M,BURGLARY,2020,September,9
M,BURGLARY,2021,April,5
M,BURGLARY,2021,August,14
M,BURGLARY,2021,December,17
M,BURGLARY,2021,February,4
M,BURGLARY,2021,January,9
M,BURGLARY,2021,July,12
M,BURGLARY,2021,June,7
M,BURGLARY,2021,March,8
M,BURGLARY,2021,May,12
M,BURGLARY,2021,November,16
M,BURGLARY,2021,October,10
M,BURGLARY,2021,September,11
M,BURGLARY,2022,February,7
M,BURGLARY,2022,January,18
M,BURGLARY,2022,March,6
M,BURGLARY-NONRES,2009,April,14
M,BURGLARY-NONRES,2009,August,11
M,BURGLARY-NONRES,2009,December,12
M,BURGLARY-NONRES,2009,February,9
M,BURGLARY-NONRES,2009,January,31
M,BURGLARY-NONRES,2009,July,18
M,BURGLARY-NONRES,2009,June,17
M,BURGLARY-NONRES,2009,March,6
M,BURGLARY-NONRES,2009,May,18
M,BURGLARY-NONRES,2009,November,21
M,BURGLARY-NONRES,2009,October,14
M,BURGLARY-NONRES,2009,September,12
M,BURGLARY-NONRES,2010,April,15
M,BURGLARY-NONRES,2010,August,9
M,BURGLARY-NONRES,2010,December,5
M,BURGLARY-NONRES,2010,February,6
M,BURGLARY-NONRES,2010,January,3
M,BURGLARY-NONRES,2010,July,14
M,BURGLARY-NONRES,2010,June,7
M,BURGLARY-NONRES,2010,March,4
M,BURGLARY-NONRES,2010,May,11
M,BURGLARY-NONRES,2010,November,5
M,BURGLARY-NONRES,2010,October,10
M,BURGLARY-NONRES,2010,September,8
M,BURGLARY-NONRES,2011,April,10
M,BURGLARY-NONRES,2011,August,11
M,BURGLARY-NONRES,2011,December,3
M,BURGLARY-NONRES,2011,February,5
M,BURGLARY-NONRES,2011,January,13
M,BURGLARY-NONRES,2011,July,10
M,BURGLARY-NONRES,2011,June,6
M,BURGLARY-NONRES,2011,March,6
M,BURGLARY-NONRES,2011,May,2
M,BURGLARY-NONRES,2011,November,8
M,BURGLARY-NONRES,2011,October,5
M,BURGLARY-NONRES,2011,September,7
M,BURGLARY-NONRES,2012,April,11
M,BURGLARY-NONRES,2012,August,8
M,BURGLARY-NONRES,2012,December,6
M,BURGLARY-NONRES,2012,February,7
M,BURGLARY-NONRES,2012,January,12
M,BURGLARY-NONRES,2012,July,7
M,BURGLARY-NONRES,2012,June,5
M,BURGLARY-NONRES,2012,March,5
M,BURGLARY-NONRES,2012,May,5
M,BURGLARY-NONRES,2012,November,3
M,BURGLARY-NONRES,2012,October,3
M,BURGLARY-NONRES,2012,September,5
M,BURGLARY-NONRES,2013,April,7
M,BURGLARY-NONRES,2013,August,5
M,BURGLARY-NONRES,2013,December,9
M,BURGLARY-NONRES,2013,February,13
M,BURGLARY-NONRES,2013,January,11
M,BURGLARY-NONRES,2013,July,9
M,BURGLARY-NONRES,2013,June,9
M,BURGLARY-NONRES,2013,March,5
M,BURGLARY-NONRES,2013,May,10
M,BURGLARY-NONRES,2013,November,6
M,BURGLARY-NONRES,2013,October,5
M,BURGLARY-NONRES,2013,September,3
M,BURGLARY-NONRES,2014,April,9
M,BURGLARY-NONRES,2014,August,11
M,BURGLARY-NONRES,2014,December,12
M,BURGLARY-NONRES,2014,February,15
M,BURGLARY-NONRES,2014,January,11
M,BURGLARY-NONRES,2014,July,14
M,BURGLARY-NONRES,2014,June,6
M,BURGLARY-NONRES,2014,March,4
M,BURGLARY-NONRES,2014,May,6
M,BURGLARY-NONRES,2014,November,7
M,BURGLARY-NONRES,2014,October,6
M,BURGLARY-NONRES,2014,September,5
M,BURGLARY-NONRES,2015,April,6
M,BURGLARY-NONRES,2015,August,6
M,BURGLARY-NONRES,2015,December,3
M,BURGLARY-NONRES,2015,February,2
M,BURGLARY-NONRES,2015,January,3
M,BURGLARY-NONRES,2015,July,7
M,BURGLARY-NONRES,2015,June,2
M,BURGLARY-NONRES,2015,March,4
M,BURGLARY-NONRES,2015,May,8
M,BURGLARY-NONRES,2015,November,11
M,BURGLARY-NONRES,2015,October,6
M,BURGLARY-NONRES,2015,September,4
M,BURGLARY-NONRES,2016,April,2
M,BURGLARY-NONRES,2016,August,4
M,BURGLARY-NONRES,2016,December,5
M,BURGLARY-NONRES,2016,February,4
M,BURGLARY-NONRES,2016,January,12
M,BURGLARY-NONRES,2016,July,5
M,BURGLARY-NONRES,2016,June,7
M,BURGLARY-NONRES,2016,March,6
M,BURGLARY-NONRES,2016,May,5
M,BURGLARY-NONRES,2016,November,5
M,BURGLARY-NONRES,2016,October,6
M,BURGLARY-NONRES,2016,September,5
M,BURGLARY-NONRES,2017,April,3
M,BURGLARY-NONRES,2017,August,5
M,BURGLARY-NONRES,2017,December,11
M,BURGLARY-NONRES,2017,February,6
M,BURGLARY-NONRES,2017,January,1
M,BURGLARY-NONRES,2017,July,3
M,BURGLARY-NONRES,2017,June,6
M,BURGLARY-NONRES,2017,March,2
M,BURGLARY-NONRES,2017,May,7
M,BURGLARY-NONRES,2017,November,8
M,BURGLARY-NONRES,2017,October,1
M,BURGLARY-NONRES,2017,September,8
M,BURGLARY-NONRES,2018,April,2
M,BURGLARY-NONRES,2018,August,5
M,BURGLARY-NONRES,2018,December,7
M,BURGLARY-NONRES,2018,February,7
M,BURGLARY-NONRES,2018,January,6
M,BURGLARY-NONRES,2018,July,8
M,BURGLARY-NONRES,2018,June,4
M,BURGLARY-NONRES,2018,March,4
M,BURGLARY-NONRES,2018,May,5
M,BURGLARY-NONRES,2018,November,3
M,BURGLARY-NONRES,2018,October,4
M,BURGLARY-NONRES,2018,September,6
M,BURGLARY-NONRES,2019,April,8
M,BURGLARY-NONRES,2019,August,11
M,BURGLARY-NONRES,2019,December,4
M,BURGLARY-NONRES,2019,February,8
M,BURGLARY-NONRES,2019,January,3
M,BURGLARY-NONRES,2019,July,7
M,BURGLARY-NONRES,2019,June,1
M,BURGLARY-NONRES,2019,March,5
M,BURGLARY-NONRES,2019,May,9
M,BURGLARY-NONRES,2019,November,7
M,BURGLARY-NONRES,2019,October,6
M,BURGLARY-NONRES,2019,September,1
M,BURGLARY-RESIDENCE,2009,April,19
M,BURGLARY-RESIDENCE,2009,August,16
M,BURGLARY-RESIDENCE,2009,December,16
M,BURGLARY-RESIDENCE,2009,February,17
M,BURGLARY-RESIDENCE,2009,January,23
M,BURGLARY-RESIDENCE,2009,July,18
M,BURGLARY-RESIDENCE,2009,June,39
M,BURGLARY-RESIDENCE,2009,March,19
M,BURGLARY-RESIDENCE,2009,May,21
M,BURGLARY-RESIDENCE,2009,November,18
M,BURGLARY-RESIDENCE,2009,October,25
M,BURGLARY-RESIDENCE,2009,September,11
M,BURGLARY-RESIDENCE,2010,April,21
M,BURGLARY-RESIDENCE,2010,August,12
M,BURGLARY-RESIDENCE,2010,December,20
M,BURGLARY-RESIDENCE,2010,February,13
M,BURGLARY-RESIDENCE,2010,January,18
M,BURGLARY-RESIDENCE,2010,July,18
M,BURGLARY-RESIDENCE,2010,June,17
M,BURGLARY-RESIDENCE,2010,March,21
M,BURGLARY-RESIDENCE,2010,May,19
M,BURGLARY-RESIDENCE,2010,November,22
M,BURGLARY-RESIDENCE,2010,October,10
M,BURGLARY-RESIDENCE,2010,September,19
M,BURGLARY-RESIDENCE,2011,April,14
M,BURGLARY-RESIDENCE,2011,August,34
M,BURGLARY-RESIDENCE,2011,December,22
M,BURGLARY-RESIDENCE,2011,February,18
M,BURGLARY-RESIDENCE,2011,January,18
M,BURGLARY-RESIDENCE,2011,July,26
M,BURGLARY-RESIDENCE,2011,June,19
M,BURGLARY-RESIDENCE,2011,March,6
M,BURGLARY-RESIDENCE,2011,May,19
M,BURGLARY-RESIDENCE,2011,November,14
M,BURGLARY-RESIDENCE,2011,October,7
M,BURGLARY-RESIDENCE,2011,September,31
M,BURGLARY-RESIDENCE,2012,April,8
M,BURGLARY-RESIDENCE,2012,August,21
M,BURGLARY-RESIDENCE,2012,December,18
M,BURGLARY-RESIDENCE,2012,February,7
M,BURGLARY-RESIDENCE,2012,January,11
M,BURGLARY-RESIDENCE,2012,July,14
M,BURGLARY-RESIDENCE,2012,June,13
M,BURGLARY-RESIDENCE,2012,March,11
M,BURGLARY-RESIDENCE,2012,May,14
M,BURGLARY-RESIDENCE,2012,November,15
M,BURGLARY-RESIDENCE,2012,October,10
M,BURGLARY-RESIDENCE,2012,September,14
M,BURGLARY-RESIDENCE,2013,April,11
M,BURGLARY-RESIDENCE,2013,August,10
M,BURGLARY-RESIDENCE,2013,December,26
M,BURGLARY-RESIDENCE,2013,February,6
M,BURGLARY-RESIDENCE,2013,January,12
M,BURGLARY-RESIDENCE,2013,July,19
M,BURGLARY-RESIDENCE,2013,June,13
M,BURGLARY-RESIDENCE,2013,March,13
M,BURGLARY-RESIDENCE,2013,May,8
M,BURGLARY-RESIDENCE,2013,November,11
M,BURGLARY-RESIDENCE,2013,October,12
M,BURGLARY-RESIDENCE,2013,September,9
M,BURGLARY-RESIDENCE,2014,April,16
M,BURGLARY-RESIDENCE,2014,August,9
M,BURGLARY-RESIDENCE,2014,December,8
M,BURGLARY-RESIDENCE,2014,February,17
M,BURGLARY-RESIDENCE,2014,January,13
M,BURGLARY-RESIDENCE,2014,July,22
M,BURGLARY-RESIDENCE,2014,June,14
M,BURGLARY-RESIDENCE,2014,March,13
M,BURGLARY-RESIDENCE,2014,May,12
M,BURGLARY-RESIDENCE,2014,November,14
M,BURGLARY-RESIDENCE,2014,October,13
M,BURGLARY-RESIDENCE,2014,September,17
M,BURGLARY-RESIDENCE,2015,April,8
M,BURGLARY-RESIDENCE,2015,August,18
M,BURGLARY-RESIDENCE,2015,December,47
M,BURGLARY-RESIDENCE,2015,February,12
M,BURGLARY-RESIDENCE,2015,January,3
M,BURGLARY-RESIDENCE,2015,July,18
M,BURGLARY-RESIDENCE,2015,June,17
M,BURGLARY-RESIDENCE,2015,March,19
M,BURGLARY-RESIDENCE,2015,May,21
M,BURGLARY-RESIDENCE,2015,November,19
M,BURGLARY-RESIDENCE,2015,October,20
M,BURGLARY-RESIDENCE,2015,September,8
M,BURGLARY-RESIDENCE,2016,April,13
M,BURGLARY-RESIDENCE,2016,August,12
M,BURGLARY-RESIDENCE,2016,December,14
M,BURGLARY-RESIDENCE,2016,February,6
M,BURGLARY-RESIDENCE,2016,January,23
M,BURGLARY-RESIDENCE,2016,July,10
M,BURGLARY-RESIDENCE,2016,June,10
M,BURGLARY-RESIDENCE,2016,March,11
M,BURGLARY-RESIDENCE,2016,May,18
M,BURGLARY-RESIDENCE,2016,November,10
M,BURGLARY-RESIDENCE,2016,October,13
M,BURGLARY-RESIDENCE,2016,September,11
M,BURGLARY-RESIDENCE,2017,April,8
M,BURGLARY-RESIDENCE,2017,August,7
M,BURGLARY-RESIDENCE,2017,December,11
M,BURGLARY-RESIDENCE,2017,February,2
M,BURGLARY-RESIDENCE,2017,January,16
M,BURGLARY-RESIDENCE,2017,July,3
M,BURGLARY-RESIDENCE,2017,June,4
M,BURGLARY-RESIDENCE,2017,March,7
M,BURGLARY-RESIDENCE,2017,May,4
M,BURGLARY-RESIDENCE,2017,November,6
M,BURGLARY-RESIDENCE,2017,October,15
M,BURGLARY-RESIDENCE,2017,September,10
M,BURGLARY-RESIDENCE,2018,April,13
M,BURGLARY-RESIDENCE,2018,August,16
M,BURGLARY-RESIDENCE,2018,December,6
M,BURGLARY-RESIDENCE,2018,February,8
M,BURGLARY-RESIDENCE,2018,January,8
M,BURGLARY-RESIDENCE,2018,July,7
M,BURGLARY-RESIDENCE,2018,June,6
M,BURGLARY-RESIDENCE,2018,March,7
M,BURGLARY-RESIDENCE,2018,May,15
M,BURGLARY-RESIDENCE,2018,November,2
M,BURGLARY-RESIDENCE,2018,October,5
M,BURGLARY-RESIDENCE,2018,September,3
M,BURGLARY-RESIDENCE,2019,April,5
M,BURGLARY-RESIDENCE,2019,August,5
M,BURGLARY-RESIDENCE,2019,December,8
M,BURGLARY-RESIDENCE,2019,February,5
M,BURGLARY-RESIDENCE,2019,January,5
M,BURGLARY-RESIDENCE,2019,July,11
M,BURGLARY-RESIDENCE,2019,June,3
M,BURGLARY-RESIDENCE,2019,March,3
M,BURGLARY-RESIDENCE,2019,May,12
M,BURGLARY-RESIDENCE,2019,November,8
M,BURGLARY-RESIDENCE,2019,October,4
M,BURGLARY-RESIDENCE,2019,September,6
M,HOMICIDE,2009,February,2
M,HOMICIDE,2009,July,1
M,HOMICIDE,2009,June,1
M,HOMICIDE,2009,May,1
M,HOMICIDE,2010,April,1
M,HOMICIDE,2010,August,1
M,HOMICIDE,2010,December,1
M,HOMICIDE,2010,July,2
M,HOMICIDE,2010,March,4
M,HOMICIDE,2011,December,2
M,HOMICIDE,2011,February,1
M,HOMICIDE,2011,January,1
M,HOMICIDE,2011,June,1
M,HOMICIDE,2011,May,2
M,HOMICIDE,2011,October,1
M,HOMICIDE,2011,September,1
M,HOMICIDE,2012,August,1
M,HOMICIDE,2012,December,1
M,HOMICIDE,2012,February,1
M,HOMICIDE,2012,January,1
M,HOMICIDE,2012,July,1
M,HOMICIDE,2012,October,2
M,HOMICIDE,2013,August,3
M,HOMICIDE,2013,December,2
M,HOMICIDE,2013,January,1
M,HOMICIDE,2013,July,1
M,HOMICIDE,2013,October,2
M,HOMICIDE,2013,September,2
M,HOMICIDE,2014,August,2
M,HOMICIDE,2014,July,1
M,HOMICIDE,2014,June,1
M,HOMICIDE,2014,March,1
M,HOMICIDE,2014,November,2
M,HOMICIDE,2014,September,2
M,HOMICIDE,2015,August,1
M,HOMICIDE,2015,January,2
M,HOMICIDE,2015,July,1
M,HOMICIDE,2015,June,1
M,HOMICIDE,2015,May,1
M,HOMICIDE,2016,August,1
M,HOMICIDE,2016,January,1
M,HOMICIDE,2016,July,1
M,HOMICIDE,2016,June,1
M,HOMICIDE,2016,May,2
M,HOMICIDE,2016,November,2
M,HOMICIDE,2016,October,1
M,HOMICIDE,2016,September,1
M,HOMICIDE,2017,December,1
M,HOMICIDE,2017,January,3
M,HOMICIDE,2017,June,1
M,HOMICIDE,2017,May,1
M,HOMICIDE,2017,November,2
M,HOMICIDE,2017,October,1
M,HOMICIDE,2018,April,1
M,HOMICIDE,2018,August,1
M,HOMICIDE,2018,July,1
M,HOMICIDE,2018,June,1
M,HOMICIDE,2018,March,1
M,HOMICIDE,2019,April,1
M,HOMICIDE,2019,August,1
M,HOMICIDE,2019,February,1
M,HOMICIDE,2019,January,2
M,HOMICIDE,2019,July,1
M,HOMICIDE,2019,June,1
M,HOMICIDE,2019,March,1
M,HOMICIDE,2019,November,1
M,HOMICIDE,2019,October,1
M,HOMICIDE,2019,September,1
M,HOMICIDE,2020,August,5
M,HOMICIDE,2020,December,2
M,HOMICIDE,2020,January,1
M,HOMICIDE,2020,July,3
M,HOMICIDE,2020,June,4
M,HOMICIDE,2020,May,2
M,HOMICIDE,2020,November,3
M,HOMICIDE,2020,October,2
M,HOMICIDE,2020,September,2
M,HOMICIDE,2021,April,1
M,HOMICIDE,2021,August,2
M,HOMICIDE,2021,December,1
M,HOMICIDE,2021,February,1
M,HOMICIDE,2021,January,1
M,HOMICIDE,2021,July,4
M,HOMICIDE,2021,June,5
M,HOMICIDE,2021,May,3
M,HOMICIDE,2021,November,3
M,HOMICIDE,2021,September,2
M,HOMICIDE,2022,February,3
M,HOMICIDE,2022,January,2
M,HOMICIDE,2022,March,4
M,LARCENY-FROM VEHICLE,2009,April,139
M,LARCENY-FROM VEHICLE,2009,August,158
M,LARCENY-FROM VEHICLE,2009,December,184
M,LARCENY-FROM VEHICLE,2009,February,168
M,LARCENY-FROM VEHICLE,2009,January,165
M,LARCENY-FROM VEHICLE,2009,July,136
M,LARCENY-FROM VEHICLE,2009,June,152
M,LARCENY-FROM VEHICLE,2009,March,149
M,LARCENY-FROM VEHICLE,2009,May,180
M,LARCENY-FROM VEHICLE,2009,November,206
M,LARCENY-FROM VEHICLE,2009,October,189
M,LARCENY-FROM VEHICLE,2009,September,153
M,LARCENY-FROM VEHICLE,2010,April,130
M,LARCENY-FROM VEHICLE,2010,August,144
M,LARCENY-FROM VEHICLE,2010,December,166
M,LARCENY-FROM VEHICLE,2010,February,102
M,LARCENY-FROM VEHICLE,2010,January,137
M,LARCENY-FROM VEHICLE,2010,July,144
M,LARCENY-FROM VEHICLE,2010,June,149
M,LARCENY-FROM VEHICLE,2010,March,127
M,LARCENY-FROM VEHICLE,2010,May,151
M,LARCENY-FROM VEHICLE,2010,November,157
M,LARCENY-FROM VEHICLE,2010,October,183
M,LARCENY-FROM VEHICLE,2010,September,120
M,LARCENY-FROM VEHICLE,2011,April,172
M,LARCENY-FROM VEHICLE,2011,August,115
M,LARCENY-FROM VEHICLE,2011,December,146
M,LARCENY-FROM VEHICLE,2011,February,114
M,LARCENY-FROM VEHICLE,2011,January,148
M,LARCENY-FROM VEHICLE,2011,July,159
M,LARCENY-FROM VEHICLE,2011,June,123
M,LARCENY-FROM VEHICLE,2011,March,174
M,LARCENY-FROM VEHICLE,2011,May,154
M,LARCENY-FROM VEHICLE,2011,November,160
M,LARCENY-FROM VEHICLE,2011,October,185
M,LARCENY-FROM VEHICLE,2011,September,164
M,LARCENY-FROM VEHICLE,2012,April,124
M,LARCENY-FROM VEHICLE,2012,August,127
M,LARCENY-FROM VEHICLE,2012,December,139
M,LARCENY-FROM VEHICLE,2012,February,138
M,LARCENY-FROM VEHICLE,2012,January,148
M,LARCENY-FROM VEHICLE,2012,July,100
M,LARCENY-FROM VEHICLE,2012,June,113
M,LARCENY-FROM VEHICLE,2012,March,165
M,LARCENY-FROM VEHICLE,2012,May,133
M,LARCENY-FROM VEHICLE,2012,November,107
M,LARCENY-FROM VEHICLE,2012,October,93
M,LARCENY-FROM VEHICLE,2012,September,121
M,LARCENY-FROM VEHICLE,2013,April,140
M,LARCENY-FROM VEHICLE,2013,August,190
M,LARCENY-FROM VEHICLE,2013,December,102
M,LARCENY-FROM VEHICLE,2013,February,115
M,LARCENY-FROM VEHICLE,2013,January,130
M,LARCENY-FROM VEHICLE,2013,July,150
M,LARCENY-FROM VEHICLE,2013,June,113
M,LARCENY-FROM VEHICLE,2013,March,121
M,LARCENY-FROM VEHICLE,2013,May,124
M,LARCENY-FROM VEHICLE,2013,November,131
M,LARCENY-FROM VEHICLE,2013,October,132
M,LARCENY-FROM VEHICLE,2013,September,148
M,LARCENY-FROM VEHICLE,2014,April,104
M,LARCENY-FROM VEHICLE,2014,August,136
M,LARCENY-FROM VEHICLE,2014,December,187
M,LARCENY-FROM VEHICLE,2014,February,87
M,LARCENY-FROM VEHICLE,2014,January,123
M,LARCENY-FROM VEHICLE,2014,July,162
M,LARCENY-FROM VEHICLE,2014,June,164
M,LARCENY-FROM VEHICLE,2014,March,109
